1,35,36
2,32,30
3,29,30
6,24,26
5,21,26
6,21,24
3,21,25
4,19,23
4,19,22
6,20,23
1,29,33
1,33,36
1,40,39
0,44,41
0,48,42
0,53,46
1,57,48
0,60,46
0,62,49
2,64,53
1,63,52
1,65,55
0,65,57
1,65,53
0,65,56
0,66,56
1,67,57
1,67,57
0,65,57
1,65,58
1,68,59
1,73,62
2,80,64
9,94,69
25,111,0
35,132,0
45,155,0
55,169,0
61,176,0
64,180,0
67,182,0
63,178,0
57,173,0
51,166,0
51,163,0
45,157,0
40,149,0
38,142,0
35,134,0
33,131,0
29,124,0
26,117,0
24,111,0
20,106,0
14,99,7
10,96,6
3,92,63
5,87,68
8,87,65
8,85,66
4,83,63
8,83,64
3,82,62
2,80,58
4,76,62
1,71,56
1,69,55
0,66,57
1,63,55
1,61,52
1,56,50
1,53,49
0,49,47
0,46,45
0,44,43
2,43,43
0,46,43
0,58,46
0,61,45
0,61,44
0,61,46
1,59,45
1,51,42
0,45,38
0,39,36
0,34,33
2,29,30
5,24,27
3,21,25
6,22,27
6,21,26
5,20,25
5,20,23
4,19,22
4,21,31
2,24,33
3,28,35
2,32,38
0,38,40
0,45,43
0,50,45
0,56,47
0,60,50
1,64,53
1,69,54
0,71,57
1,72,60
0,74,58
0,75,59
0,73,60
1,74,61
1,73,61
1,73,62
1,73,61
0,72,63
0,71,64
1,71,62
0,72,63
1,75,64
3,82,68
17,96,6
28,117,0
38,135,0
48,157,0
60,173,0
68,180,0
70,186,0
72,188,0
69,185,0
61,179,0
58,175,0
53,165,0
50,161,0
41,150,0
37,142,0
36,133,0
32,128,0
30,119,0
27,114,0
23,111,0
18,103,0
15,99,7
10,96,6
9,92,70
7,88,64
4,84,68
7,82,63
5,81,62
5,81,61
1,78,65
0,77,59
2,74,59
0,71,57
0,68,55
0,63,53
0,59,53
0,54,48
1,51,48
0,48,45
1,48,45
1,52,45
0,62,47
0,65,48
1,65,45
0,67,48
1,65,47
1,59,45
0,50,42
0,45,38
0,39,36
2,35,34
6,24,28
5,22,27
3,23,27
5,23,25
3,22,26
6,20,26
7,21,24
2,21,32
4,21,34
3,23,34
0,26,35
2,26,36
1,31,39
1,36,42
0,43,44
1,51,48
0,60,52
0,66,56
0,73,56
3,78,58
0,80,64
3,83,62
3,86,65
4,85,65
3,84,65
1,84,68
4,83,62
4,82,68
1,79,69
1,79,66
2,78,68
2,78,66
4,77,68
1,76,68
0,80,67
3,85,70
17,98,7
26,116,0
38,138,0
52,166,0
69,181,0
78,192,0
79,192,0
78,192,0
75,189,0
70,185,0
61,176,0
53,165,0
43,152,0
40,144,0
35,136,0
34,131,0
29,126,0
28,119,0
26,114,0
24,109,0
16,101,0
15,95,6
6,90,67
4,85,65
6,81,66
3,81,65
1,83,61
3,83,62
3,80,60
1,78,61
1,75,60
0,72,56
0,66,56
0,61,53
1,57,53
1,53,49
0,50,47
0,55,50
1,63,50
0,68,47
0,66,48
1,74,52
0,72,48
1,65,47
0,57,42
0,51,41
0,47,39
0,36,34
4,28,30
5,23,27
4,23,27
5,24,27
5,23,27
3,21,25
6,21,24
1,22,33
1,23,34
1,23,33
2,24,37
1,25,37
1,26,38
0,28,40
0,30,41
0,34,46
0,41,45
0,51,51
1,64,56
0,77,61
1,82,65
1,82,63
4,85,68
17,89,7
7,92,69
4,96,70
12,97,7
5,95,73
5,94,71
8,93,71
9,87,71
3,86,69
4,86,72
1,85,70
0,82,70
1,80,67
0,80,67
4,82,68
2,90,70
20,105,0
31,132,0
47,162,0
65,181,0
83,195,0
84,196,0
86,198,0
83,194,0
74,187,0
64,177,0
58,171,0
48,157,0
42,148,0
38,142,0
32,136,0
31,128,0
28,124,0
26,117,0
23,109,0
16,98,6
7,88,68
6,85,68
1,81,69
3,81,65
5,79,62
4,81,61
4,81,61
2,79,61
3,78,61
1,73,59
1,70,54
0,65,51
0,61,53
1,58,52
1,58,49
0,62,49
0,67,50
0,71,49
2,78,50
5,80,52
0,75,53
0,65,44
0,61,43
0,55,42
1,44,37
2,30,33
4,23,29
5,25,27
4,23,29
5,23,27
2,21,25
6,21,26
1,23,34
0,24,36
1,25,35
1,24,38
0,26,39
0,26,39
1,27,42
0,28,40
2,31,44
0,31,49
1,34,49
1,41,53
0,52,55
1,68,61
2,80,66
6,85,71
6,90,72
5,91,71
7,93,70
13,99,7
15,105,0
15,103,0
21,105,0
21,103,0
13,101,0
6,97,72
14,95,7
12,95,7
6,89,74
1,85,72
4,84,71
1,85,75
2,87,68
2,91,69
12,102,0
28,124,0
38,145,0
52,167,0
69,185,0
81,193,0
89,198,0
89,197,0
82,193,0
75,186,0
63,175,0
53,164,0
45,155,0
38,147,0
35,140,0
31,134,0
33,125,0
28,115,0
15,100,0
2,90,68
7,84,68
2,83,68
6,80,63
1,80,58
4,82,66
2,84,62
3,81,64
1,80,58
2,78,58
2,76,59
0,71,57
2,65,56
0,61,54
0,59,49
0,67,49
1,70,49
2,78,52
2,86,59
0,82,50
1,76,51
0,74,46
1,65,48
0,52,42
4,34,34
5,25,31
5,24,30
3,24,29
3,23,26
4,22,26
4,22,26
1,23,36
0,25,38
3,25,37
0,27,38
0,27,39
0,28,42
0,28,40
1,30,46
0,30,48
0,31,49
0,31,49
1,32,50
0,35,54
0,38,51
1,50,57
0,65,63
6,79,70
3,87,72
7,93,73
12,95,7
13,96,7
15,101,0
22,107,0
24,110,0
27,116,0
26,114,0
25,114,0
24,109,0
17,104,0
13,99,7
12,98,7
7,95,74
7,91,72
1,90,72
10,93,7
2,94,72
62,122,0
23,111,0
28,129,0
38,152,0
55,170,0
79,190,0
91,197,0
98,201,0
91,198,0
80,191,0
68,181,0
55,167,0
48,159,0
40,149,0
35,142,0
32,129,0
27,117,0
19,104,0
10,97,7
9,89,68
6,85,67
3,84,68
3,82,62
3,85,65
7,85,65
3,86,60
2,85,65
4,83,63
1,79,61
2,75,59
2,66,57
0,63,54
0,62,51
1,63,51
1,75,56
6,87,57
5,88,58
6,85,55
0,83,50
1,79,49
0,67,44
1,39,36
3,26,33
5,27,32
5,24,30
4,23,29
4,23,27
5,23,27
1,24,37
0,27,38
0,26,39
0,26,41
1,28,45
1,28,43
1,30,46
1,31,49
0,31,49
2,33,49
1,34,52
0,34,54
0,36,52
1,35,55
0,37,54
0,38,57
0,41,57
1,54,62
0,71,67
3,84,75
9,92,76
14,95,7
10,98,7
16,102,0
28,113,0
32,122,0
33,127,0
35,126,0
30,120,0
28,118,0
25,113,0
24,110,0
15,103,0
15,96,7
5,93,72
4,94,75
2,94,70
6,96,71
12,103,0
20,110,0
26,122,0
35,140,0
55,167,0
80,185,0
96,200,0
99,203,0
94,203,0
83,195,0
72,184,0
58,173,0
48,160,0
39,144,0
33,127,0
26,116,0
23,110,0
13,101,0
12,95,6
4,89,66
14,92,7
8,88,67
6,89,64
9,90,63
10,92,6
3,89,64
6,86,62
7,85,63
4,76,59
3,72,56
0,66,53
1,61,51
1,65,50
4,81,59
5,88,56
7,89,58
9,92,54
1,91,47
1,78,46
0,44,39
5,27,33
2,25,31
2,26,30
3,24,29
3,24,29
4,22,27
2,25,40
0,26,39
1,27,41
0,27,44
1,30,45
1,29,46
1,31,49
0,31,50
1,31,50
1,33,51
0,34,53
0,35,56
0,35,55
0,36,54
1,38,62
0,38,59
1,40,59
0,42,61
1,43,59
0,48,63
0,57,68
2,69,69
1,81,73
7,91,77
11,95,7
22,105,0
31,119,0
39,132,0
36,134,0
36,132,0
32,126,0
31,123,0
30,118,0
24,112,0
19,105,0
11,101,0
4,97,71
6,95,73
9,98,72
5,100,7
12,103,0
18,104,0
29,119,0
37,144,0
56,170,0
79,192,0
98,205,0
90,200,0
81,192,0
95,204,0
74,186,0
53,165,0
40,137,0
33,127,0
32,123,0
27,112,0
22,104,0
11,98,7
8,93,68
8,95,71
3,94,64
9,95,68
12,96,6
7,96,66
7,92,63
7,90,64
2,89,60
3,83,59
1,74,56
0,66,56
1,63,52
2,66,54
7,81,56
6,90,55
13,98,5
7,101,5
4,94,51
1,55,42
4,28,35
5,27,33
6,26,32
3,25,30
3,24,29
2,23,27
1,26,42
0,26,40
1,29,43
1,30,47
0,29,45
1,30,48
0,31,49
1,32,53
0,31,52
2,34,55
0,34,55
0,37,56
2,36,59
1,37,59
0,40,62
0,38,58
0,40,65
2,39,65
0,41,63
0,41,59
7,44,67
0,45,60
0,49,66
0,55,67
2,68,74
3,79,77
5,92,83
15,105,0
32,118,0
39,133,0
39,139,0
35,137,0
38,135,0
32,129,0
29,124,0
25,118,0
21,108,0
14,104,0
9,98,77
8,98,74
6,99,72
12,97,7
15,103,0
23,113,0
34,137,0
51,167,0
82,196,0
86,198,0
83,195,0
89,199,0
81,192,0
77,189,0
45,151,0
36,134,0
34,126,0
29,120,0
27,112,0
19,106,0
17,102,0
19,99,6
14,99,7
16,100,0
12,105,0
17,104,0
15,101,0
11,97,6
5,96,63
7,91,62
4,86,61
0,78,56
0,73,57
0,67,54
0,68,57
3,83,55
16,102,0
19,110,0
14,111,0
1,67,40
3,31,38
7,26,33
1,29,33
3,27,32
5,24,30
2,25,31
0,28,42
1,28,45
1,30,49
1,30,48
1,30,48
0,31,52
0,31,51
0,35,57
2,35,53
0,34,54
1,38,57
0,36,58
0,38,59
2,40,61
1,39,60
0,40,62
0,39,64
0,42,64
0,43,63
0,42,66
2,39,64
2,44,66
0,43,68
0,45,66
3,50,70
0,51,70
0,57,68
0,67,75
11,84,8
18,97,8
27,117,0
40,132,0
42,141,0
40,142,0
39,139,0
34,136,0
35,128,0
30,123,0
27,114,0
22,109,0
13,103,0
5,98,75
0,97,72
17,100,0
23,111,0
34,142,0
73,189,0
79,193,0
81,194,0
85,196,0
83,194,0
80,191,0
57,166,0
45,146,0
40,132,0
32,123,0
30,116,0
25,111,0
22,108,0
24,110,0
24,110,0
25,109,0
26,111,0
24,110,0
24,109,0
18,104,0
20,102,0
16,102,0
9,96,63
4,88,62
7,80,60
4,79,59
0,73,54
1,71,53
17,104,0
22,117,0
21,116,0
0,73,44
3,32,37
2,29,36
1,30,34
3,28,33
5,24,30
2,26,30
1,30,46
0,29,44
0,30,49
0,31,51
0,33,52
1,34,53
0,32,53
0,34,54
0,36,57
1,37,61
0,36,62
0,37,63
2,37,65
0,40,62
0,40,64
0,41,66
1,41,67
1,43,68
1,43,67
0,43,68
0,44,67
0,45,66
0,44,69
0,45,68
8,54,76
0,46,70
0,46,69
0,47,67
1,51,71
0,55,72
1,66,75
9,84,81
24,101,0
32,120,0
42,139,0
42,145,0
39,142,0
38,140,0
35,134,0
31,127,0
28,123,0
23,109,0
16,105,0
9,99,74
18,96,7
24,116,0
56,171,0
67,182,0
74,188,0
79,192,0
81,193,0
80,192,0
70,181,0
46,152,0
40,140,0
36,130,0
33,123,0
28,114,0
36,114,0
26,112,0
26,114,0
29,116,0
28,117,0
27,118,0
29,118,0
27,114,0
24,111,0
22,109,0
21,108,0
13,99,6
6,91,62
5,91,63
5,87,62
0,66,53
8,98,60
21,118,0
27,126,0
3,77,51
2,35,41
2,31,37
1,30,36
1,29,33
2,27,34
1,26,31
0,29,46
1,30,48
0,31,51
0,31,54
1,33,54
0,34,55
1,35,59
1,36,58
1,37,62
0,38,60
0,38,62
0,41,65
0,40,65
0,41,66
1,41,66
0,43,69
1,42,72
0,43,68
0,44,69
1,46,69
0,45,69
0,44,68
0,46,70
0,46,68
1,45,72
1,47,71
1,47,70
0,47,73
1,47,71
2,50,72
1,49,71
0,50,72
3,54,73
3,66,77
9,90,83
31,113,0
37,134,0
42,145,0
41,149,0
40,148,0
39,144,0
35,135,0
31,126,0
24,114,0
20,107,0
16,101,0
29,127,0
48,154,0
61,171,0
70,181,0
75,187,0
77,189,0
78,187,0
47,155,0
41,147,0
38,137,0
35,132,0
34,123,0
28,114,0
29,116,0
31,120,0
32,121,0
31,124,0
34,124,0
33,125,0
31,123,0
26,118,0
25,113,0
29,117,0
21,106,0
19,105,0
12,100,0
10,99,6
1,74,56
7,95,56
29,128,0
31,137,0
1,74,47
2,37,41
1,32,40
2,32,37
0,29,35
3,27,33
3,26,32
0,30,49
1,32,52
0,32,51
1,33,54
0,35,55
1,36,58
1,35,60
1,37,63
2,39,65
1,39,62
0,40,66
1,41,66
0,42,67
1,42,70
0,44,71
0,44,70
0,44,69
0,46,72
1,46,74
5,51,78
1,46,75
1,46,76
0,47,70
1,48,77
1,47,75
1,48,76
1,49,72
1,46,77
1,48,76
0,48,72
0,48,74
2,49,74
0,50,77
1,49,69
1,52,73
1,58,71
6,74,80
22,100,0
40,130,0
46,150,0
53,162,0
49,157,0
47,157,0
43,148,0
35,134,0
29,117,0
23,108,0
40,145,0
78,195,0
74,188,0
99,206,0
93,200,0
68,180,0
46,157,0
43,148,0
40,144,0
39,140,0
34,128,0
34,122,0
32,121,0
36,127,0
33,129,0
36,129,0
34,135,0
37,131,0
36,135,0
33,131,0
32,126,0
31,122,0
26,114,0
23,111,0
23,107,0
24,111,0
13,86,6
11,96,6
33,136,0
32,138,0
0,74,51
2,42,45
2,36,41
0,34,36
1,30,36
1,28,35
2,27,32
0,32,51
0,32,53
0,34,54
0,34,56
0,36,54
0,38,61
0,38,61
1,39,62
0,39,67
0,39,69
0,42,68
0,41,69
0,43,71
0,44,71
1,46,75
0,46,72
1,48,73
0,47,75
0,47,75
3,50,80
0,47,75
1,48,76
2,49,77
2,49,78
0,50,77
0,48,80
0,48,77
0,48,80
0,50,76
0,50,76
1,50,77
1,51,79
1,48,74
0,49,75
1,49,72
0,50,75
0,50,75
1,53,75
0,63,76
21,95,9
38,127,0
45,148,0
56,167,0
58,170,0
53,165,0
42,148,0
36,135,0
26,116,0
29,128,0
58,175,0
89,200,0
90,199,0
75,188,0
54,169,0
53,164,0
48,158,0
46,156,0
39,142,0
36,129,0
33,126,0
37,129,0
35,133,0
36,135,0
38,142,0
40,146,0
44,151,0
42,149,0
35,142,0
35,134,0
32,122,0
29,122,0
24,112,0
30,120,0
18,102,0
10,95,6
28,130,0
38,146,0
3,81,55
1,51,50
0,40,42
1,36,40
1,32,37
2,31,37
1,28,35
0,32,53
1,36,56
0,34,58
1,37,61
1,37,59
1,39,61
1,38,64
1,41,66
0,40,66
0,41,69
0,44,71
1,45,74
0,45,71
1,46,75
0,48,78
1,48,75
1,48,78
1,48,78
0,48,78
0,48,78
0,48,80
0,49,79
1,50,82
1,50,80
0,51,78
0,51,82
0,51,81
0,51,82
0,51,82
2,51,82
0,50,78
0,51,80
0,50,77
0,50,75
0,50,77
1,51,78
0,50,77
0,50,75
9,51,75
0,50,73
1,58,78
18,82,8
38,124,0
51,159,0
61,173,0
61,173,0
54,166,0
42,147,0
35,133,0
28,121,0
46,157,0
75,188,0
95,203,0
74,185,0
64,179,0
62,179,0
62,174,0
44,149,0
35,132,0
35,129,0
38,136,0
40,139,0
41,141,0
46,150,0
46,153,0
52,162,0
54,167,0
50,163,0
39,144,0
34,133,0
33,133,0
29,122,0
32,122,0
25,116,0
13,98,6
22,117,0
40,153,0
7,92,51
0,60,52
0,46,46
0,37,43
0,33,40
1,32,37
2,29,36
0,36,55
0,36,60
0,36,61
0,37,63
1,39,63
0,39,68
0,39,70
1,43,70
2,41,72
0,46,72
0,45,73
0,45,80
1,48,76
1,49,78
1,48,78
1,50,80
0,49,82
1,50,81
0,51,80
1,51,84
1,51,84
0,50,82
0,50,83
0,52,84
1,51,84
1,51,84
0,53,83
1,51,84
0,53,84
0,53,82
0,53,85
0,52,82
0,53,84
0,51,81
0,51,80
1,52,83
3,54,82
0,51,78
0,51,78
0,51,78
0,50,77
0,53,80
2,54,76
17,77,8
36,122,0
53,156,0
63,170,0
58,168,0
56,164,0
45,153,0
38,137,0
38,138,0
66,178,0
72,185,0
78,191,0
71,187,0
69,182,0
47,148,0
37,125,0
27,116,0
29,121,0
36,127,0
43,142,0
54,165,0
68,181,0
70,184,0
67,183,0
65,182,0
48,159,0
39,141,0
37,142,0
36,136,0
31,129,0
26,122,0
23,107,0
25,119,0
44,158,0
17,107,0
5,75,56
0,53,47
1,42,46
1,34,40
2,32,40
1,30,38
0,38,57
1,37,61
0,38,62
1,38,66
0,39,68
1,42,66
1,44,71
0,44,71
0,46,70
1,46,75
1,47,73
0,48,80
0,48,78
0,49,81
0,51,80
0,51,84
1,51,83
1,51,84
0,50,83
2,53,91
0,53,86
1,54,88
0,54,87
1,53,89
1,55,89
2,57,88
0,55,88
0,55,86
1,54,87
0,55,86
0,56,83
2,54,83
0,54,82
0,55,85
0,53,84
0,53,79
2,53,81
0,54,82
0,54,82
0,53,82
0,54,80
1,53,84
0,55,76
1,55,81
2,56,78
10,63,8
20,85,8
40,127,0
50,155,0
59,169,0
58,167,0
49,160,0
42,147,0
41,143,0
53,161,0
53,164,0
68,181,0
47,152,0
36,127,0
26,110,0
22,104,0
26,106,0
32,117,0
59,169,0
88,200,0
83,198,0
79,193,0
74,186,0
53,162,0
40,145,0
42,147,0
33,136,0
36,136,0
27,125,0
20,108,0
21,119,0
42,159,0
33,132,0
10,97,6
1,67,53
0,49,48
0,38,45
1,34,41
1,30,38
0,38,61
1,38,62
0,39,65
1,40,67
0,42,66
0,45,70
0,45,71
0,45,77
1,47,77
1,47,80
1,49,81
0,50,81
2,51,89
0,51,81
1,52,84
0,52,86
1,53,88
0,53,89
1,55,87
1,56,88
2,56,92
1,58,89
1,57,90
2,57,90
1,57,93
2,57,94
1,58,90
1,57,90
2,60,90
1,56,94
0,56,91
1,56,89
1,56,88
2,55,90
1,56,87
0,57,88
0,57,87
0,55,86
2,58,90
1,57,83
1,57,87
1,57,84
0,56,87
11,55,8
6,58,89
13,60,8
4,58,81
3,57,84
9,63,80
29,101,0
49,150,0
61,171,0
66,176,0
59,169,0
53,158,0
41,147,0
57,166,0
55,161,0
48,151,0
39,124,0
27,113,0
20,108,0
23,103,0
26,110,0
52,156,0
57,168,0
61,173,0
59,170,0
50,156,0
40,144,0
39,136,0
35,125,0
29,120,0
29,118,0
23,111,0
26,118,0
37,149,0
40,150,0
29,126,0
6,89,57
0,60,52
0,42,44
1,36,41
1,31,41
2,39,64
1,43,65
1,43,69
2,46,73
1,46,75
1,47,71
0,48,78
0,49,80
0,49,78
0,49,82
1,52,83
0,53,86
0,53,87
0,55,89
0,55,89
0,56,90
1,55,90
1,58,89
2,59,93
2,56,90
0,59,93
1,61,94
3,61,99
1,62,92
4,60,97
2,62,96
2,61,96
0,59,92
1,61,95
0,60,96
0,60,95
0,59,94
1,60,92
2,59,91
0,60,90
0,57,88
0,59,91
0,58,89
0,60,86
0,58,90
0,59,89
4,61,91
2,59,88
9,62,93
5,60,86
18,62,9
11,60,8
5,62,87
10,60,8
4,61,83
8,59,82
16,73,8
32,115,0
54,160,0
72,179,0
71,183,0
62,172,0
52,161,0
48,153,0
43,141,0
38,134,0
32,122,0
31,116,0
26,111,0
19,104,0
25,106,0
34,121,0
30,115,0
35,119,0
34,119,0
32,116,0
26,108,0
21,101,0
23,107,0
23,112,0
28,124,0
36,134,0
35,138,0
37,143,0
24,113,0
2,76,54
0,51,51
0,37,43
0,31,42
1,44,68
1,45,71
0,44,70
2,50,76
0,50,77
1,50,77
4,56,80
1,53,84
2,54,84
1,56,84
1,53,88
1,55,90
3,56,88
2,57,90
3,57,91
1,55,90
0,60,96
2,59,96
1,61,95
3,61,98
3,63,99
3,62,96
1,61,98
6,61,99
4,64,10
4,64,10
4,63,10
1,63,10
0,63,97
2,62,97
5,63,10
1,62,97
3,63,99
2,62,96
0,63,96
2,62,96
0,62,97
2,63,94
2,62,95
2,62,95
3,63,97
1,62,91
5,63,94
17,68,9
13,63,9
19,65,9
10,64,9
8,61,92
12,64,9
1,63,89
2,64,83
6,62,85
7,63,87
10,67,8
20,76,8
43,126,0
63,167,0
76,183,0
78,187,0
70,181,0
57,166,0
48,154,0
43,143,0
38,134,0
33,121,0
29,114,0
24,102,0
13,92,7
7,85,72
12,83,7
14,81,7
7,79,71
5,79,69
16,96,7
30,119,0
35,140,0
40,146,0
36,135,0
37,140,0
34,130,0
10,91,5
0,56,51
1,40,47
1,33,44
0,43,68
1,47,73
0,45,74
1,51,78
1,50,80
3,54,86
18,59,8
13,59,9
7,62,93
13,64,9
8,64,95
1,59,93
0,59,93
3,61,94
3,61,98
1,64,99
4,62,99
3,63,99
1,62,98
4,64,10
3,64,10
2,67,10
12,65,1
9,67,10
6,66,10
5,64,10
4,67,10
1,65,10
9,67,10
7,65,10
1,65,10
4,64,10
3,65,10
1,65,10
3,65,10
1,65,10
2,66,10
0,65,97
2,65,96
2,67,97
2,62,96
0,65,95
15,67,9
20,71,9
16,73,9
19,68,9
20,67,9
14,68,9
22,68,9
17,69,9
13,69,9
9,66,88
11,66,8
11,64,8
13,70,9
15,70,9
16,68,9
23,81,8
43,126,0
73,179,0
87,195,0
75,189,0
62,175,0
58,165,0
50,156,0
40,139,0
34,120,0
30,111,0
20,100,0
